year,season,date,watershed,block,plot,sppnum,taxa,cover,notes
2022,early,6/8/2022,N4B,N,2,143,Lespedeza violacea,18,
2022,early,6/8/2022,N4B,N,2,102,Oxalis stricta,1,
2022,early,6/8/2022,N4B,N,2,120,Ruellia humilis,1,
2022,late,8/11/2022,N4B,N,2,120,Ruellia humilis,2,
2022,early,6/8/2022,N4B,N,4,102,Oxalis stricta,1,
2022,early,6/8/2022,N4B,N,4,103,Oxalis violacea,1,
2022,early,6/8/2022,N4B,N,4,120,Ruellia humilis,1,
2022,early,6/8/2022,N4B,N,4,139,Verbena stricta,1,
2022,late,8/11/2022,N4B,N,4,139,Verbena stricta,1,
2022,early,6/8/2022,N4B,N,1,143,Lespedeza violacea,12,
2022,early,6/8/2022,N4B,N,1,102,Oxalis stricta,1,
2022,early,6/8/2022,N4B,N,1,103,Oxalis violacea,1,
2022,early,6/8/2022,N4B,N,1,120,Ruellia humilis,1,
2022,late,8/11/2022,N4B,N,1,90,Lespedeza capitata,2,
2022,late,8/11/2022,N4B,N,1,120,Ruellia humilis,1,
2022,late,8/11/2022,N4B,N,1,58,Symphyotrichum (Aster) ericoides,2,
2022,early,6/8/2022,N1A,E,4,14,Dichanthelium oligosanthes,1,
2022,early,6/8/2022,N1A,E,4,31,Carex brevior,4,
2022,early,6/8/2022,N1A,E,4,33,Carex inops (heliophila),1,
2022,early,6/8/2022,N1A,E,4,34,Carex meadii,3,
2022,early,6/8/2022,N1A,E,4,55,Asclepias verticillata,3,
2022,late,8/11/2022,N1A,E,4,2,Andropogon gerardii,35,
2022,late,8/11/2022,N1A,E,4,4,Bouteloua curtipendula,4,
2022,late,8/11/2022,N1A,E,4,14,Dichanthelium oligosanthes,1,
2022,late,8/11/2022,N1A,E,4,3,Schizachyrium scoparium,40,
2022,late,8/11/2022,N1A,E,4,18,Sorghastrum nutans,30,
2022,late,8/11/2022,N1A,E,4,46,Ambrosia psilostachya,5,
2022,late,8/11/2022,N1A,E,4,52,Artemisia ludoviciana,6,
2022,late,8/11/2022,N1A,E,4,193,Euphorbia dentata,1,
2022,early,6/8/2022,N1A,E,1,14,Dichanthelium oligosanthes,2,
2022,early,6/8/2022,N1A,E,1,218,Tridens flavus,10,
2022,early,6/8/2022,N1A,E,1,32,Carex gravida,2,
2022,early,6/8/2022,N1A,E,1,33,Carex inops (heliophila),1,
2022,early,6/8/2022,N1A,E,1,34,Carex meadii,6,
2022,early,6/8/2022,N1A,E,1,40,Amorpha canescens,25,
2022,early,6/8/2022,N1A,E,1,106,Dalea candida,1,
2022,late,8/11/2022,N1A,E,1,2,Andropogon gerardii,25,
2022,late,8/11/2022,N1A,E,1,14,Dichanthelium oligosanthes,2,
2022,late,8/11/2022,N1A,E,1,3,Schizachyrium scoparium,35,
2022,late,8/11/2022,N1A,E,1,18,Sorghastrum nutans,40,
2022,late,8/11/2022,N1A,E,1,46,Ambrosia psilostachya,2,
2022,late,8/11/2022,N1A,E,1,52,Artemisia ludoviciana,6,
2022,late,8/11/2022,N1A,E,1,193,Euphorbia dentata,1,
2022,early,6/8/2022,N1A,E,5,519,Carex austrina,2,
2022,early,6/8/2022,N1A,E,5,33,Carex inops (heliophila),2,
2022,early,6/8/2022,N1A,E,5,34,Carex meadii,3,
2022,early,6/8/2022,N1A,E,5,69,Callirhoe involucrate,2,
2022,late,8/11/2022,N1A,E,5,2,Andropogon gerardii,70,
2022,late,8/11/2022,N1A,E,5,4,Bouteloua curtipendula,3,
2022,late,8/11/2022,N1A,E,5,11,Eragrostis spectabilis,1,
2022,late,8/11/2022,N1A,E,5,3,Schizachyrium scoparium,10,
2022,late,8/11/2022,N1A,E,5,18,Sorghastrum nutans,30,
2022,late,8/11/2022,N1A,E,5,21,Sporobolus compositus (asper),4,
2022,late,8/11/2022,N1A,E,5,46,Ambrosia psilostachya,2,
2022,late,8/11/2022,N1A,E,5,52,Artemisia ludoviciana,4,
2022,late,8/11/2022,N1A,E,5,86,Brickellia (Kuhnia) eupatorioides,2,
2022,early,6/8/2022,N1A,E,4,125,Sisyrinchium campestre,1,
2022,late,8/11/2022,N1A,E,4,321,Desmodium perplexum,8,check ID
2022,early,6/8/2022,N1A,E,1,321,Desmodium perplexum,22,check ID
2022,early,6/8/2022,N1A,E,1,48,Anemone caroliniana,1,
2022,early,6/8/2022,N1A,E,1,163,Medicago lupulina,1,KW pic
2022,late,8/11/2022,N1A,E,1,321,Desmodium perplexum,60,check ID
2022,early,6/8/2022,N1A,E,5,99,Oenothera speciosa,1,Showy; KW pic
2022,early,6/8/2022,N1A,E,4,300,Euphorbia nutans,1,
2022,early,6/8/2022,N1A,E,4,143,Lespedeza violacea,45,
2022,early,6/8/2022,N1A,E,4,102,Oxalis stricta,1,
2022,early,6/8/2022,N1A,E,4,103,Oxalis violacea,1,
2022,late,8/11/2022,N1A,E,4,120,Ruellia humilis,1,
2022,late,8/11/2022,N1A,E,4,90,Lespedeza capitata,4,
2022,late,8/11/2022,N1A,E,4,143,Lespedeza violacea,60,
2022,late,8/11/2022,N1A,E,4,127,Solidago altissima,4,
2022,late,8/11/2022,N1A,E,4,59,Symphyotrichym (Aster) oblongifolium,3,
2022,late,8/11/2022,N1A,E,4,140,Vernonia baldwinii,2,
2022,early,6/8/2022,N1A,E,1,300,Euphorbia nutans,1,
2022,early,6/8/2022,N1A,E,1,143,Lespedeza violacea,30,
2022,early,6/8/2022,N1A,E,1,103,Oxalis violacea,1,
2022,early,6/8/2022,N1A,E,1,111,Physalis pumila,2,
2022,late,8/11/2022,N1A,E,1,90,Lespedeza capitata,1,
2022,late,8/11/2022,N1A,E,1,59,Symphyotrichym (Aster) oblongifolium,7,
2022,late,8/11/2022,N1A,E,1,140,Vernonia baldwinii,5,
2022,early,6/8/2022,N1A,E,5,300,Euphorbia nutans,1,
2022,early,6/8/2022,N1A,E,5,143,Lespedeza violacea,45,
2022,early,6/8/2022,N1A,E,5,102,Oxalis stricta,1,
2022,early,6/8/2022,N1A,E,5,103,Oxalis violacea,1,
2022,late,8/11/2022,N1A,E,5,127,Solidago altissima,5,
2022,late,8/11/2022,N1A,E,5,130,Solidago rigida,1,
2022,late,8/11/2022,N1A,E,5,58,Symphyotrichum (Aster) ericoides,5,
2022,late,8/11/2022,N1A,E,5,59,Symphyotrichym (Aster) oblongifolium,2,
2022,late,8/11/2022,N1A,E,5,140,Vernonia baldwinii,2,
